date,sentiment_score,sentiment_volatility,sentiment_momentum
2025-04-10,0.05626000000000001,,
2025-04-11,0.37655714285714287,0.22648428170896207,0.32029714285714284
2025-04-14,0.40349999999999997,0.19317168308418867,0.026942857142857102
