initial_capital,final_value,total_return_pct,annual_return_pct,buy_hold_return_pct,max_drawdown_pct,sharpe_ratio,win_rate,total_trades,buy_trades,sell_trades,commission_paid
10000,10000,0.0,0.0,77.06491252176019,0,0,0,0,0,0,0
