date,sentiment_score,sentiment_volatility,sentiment_momentum
2025-04-09,-0.049800000000000004,,
2025-04-10,-0.024270000000000003,0.01805243612369256,0.02553
2025-04-11,-0.765,0.4204845922266356,-0.74073
2025-04-12,0.2263,0.5154515735094164,0.9913000000000001
2025-04-13,0.4637,0.6517589201537636,0.2374
2025-04-14,0.8171666666666667,0.2973272221594199,0.3534666666666667
2025-04-15,-0.6597,0.7711572900037488,-1.4768666666666665
