day,operate,price,investment,total_balance
1,buy,40.040127116826625,0.0,9959.959872883173
2,buy,39.93543393404616,0.0,9920.024438949127
3,sell,40.457672808537154,1.0428180971859558,9960.482111757665
4,buy,40.408374466025634,0.0,9920.07373729164
6,buy,41.22527729088369,0.0,9878.848460000756
7,sell,40.704670142095665,1.926199698543175,9919.553130142851
8,sell,40.409309894442686,0.002314937013459384,9959.962440037294
9,sell,41.14288072167619,-0.19986904788076967,10001.10532075897
30,buy,43.53920815553919,0.0,9957.566112603432
33,sell,43.91433817280085,0.8615912717602691,10001.480450776233
37,buy,43.259478924979476,0.0,9958.220971851253
39,sell,43.76076586716226,1.158790985559762,10001.981737718415
40,buy,41.60245130442491,0.0,9960.37928641399
41,sell,41.114430126399384,-1.1730587086189794,10001.49371654039
42,buy,38.45827176863236,0.0,9963.035444771758
43,buy,39.05548526100483,0.0,9923.979959510754
44,buy,36.08893662629953,0.0,9887.891022884454
46,buy,36.42339267615921,0.0,9851.467630208295
47,buy,36.863557614927686,0.0,9814.604072593367
48,buy,35.51236704844814,0.0,9779.091705544919
49,buy,35.20008888338111,0.0,9743.891616661538
50,buy,36.01072241588918,0.0,9707.880894245649
51,buy,34.83212752697432,0.0,9673.048766718675
52,buy,34.50747888853675,0.0,9638.54128783014
53,buy,34.104323037195854,0.0,9604.436964792943
54,buy,35.410156400088,0.0,9569.026808392855
55,buy,35.00245444483972,0.0,9534.024353948014
56,buy,35.8721775445008,0.0,9498.152176403513
57,buy,35.346739614536546,0.0,9462.805436788976
58,buy,35.35559657538852,0.0,9427.449840213587
59,buy,35.6364356407048,0.0,9391.813404572882
60,buy,34.9910839076083,0.0,9356.822320665273
61,buy,35.04351721301191,0.0,9321.77880345226
62,buy,35.88123866646402,0.0,9285.897564785795
63,buy,36.621553700497316,0.0,9249.276011085298
64,buy,37.35777039320692,0.0,9211.918240692092
65,buy,37.14695761981375,0.0,9174.771283072278
66,buy,37.56586797964701,0.0,9137.20541509263
67,buy,37.559611100293296,0.0,9099.645803992338
69,sell,39.53535764851085,2.800661159082549,9139.181161640849
70,buy,39.78118048653323,0.0,9099.399981154314
71,sell,39.2930080348267,0.608167514075216,9138.692989189141
72,buy,38.902554980792274,0.0,9099.79043420835
73,sell,38.93449039831762,7.884836844830772,9138.724924606668
74,sell,38.11791428478545,4.652289323216674,9176.842838891453
75,sell,37.11388675956369,0.6790694138935626,9213.956725651016
76,sell,37.505490685072346,5.612477574094297,9251.46221633609
79,buy,36.38775765477999,0.0,9215.074458681309
81,buy,34.80315352714888,0.0,9180.27130515416
83,sell,36.39054800772283,3.381977608879736,9216.661853161882
84,sell,36.569513998146704,1.5517366627751092,9253.23136716003
85,sell,36.23655768335425,4.03199648167436,9289.467924843384
87,buy,35.732542841722534,0.0,9253.735382001661
88,sell,37.07374821779286,7.436849668286295,9290.809130219455
89,buy,36.559221195291684,0.0,9254.249909024164
91,buy,38.40884931661458,0.0,9215.841059707549
92,buy,38.21604068072793,0.0,9177.625019026822
93,buy,39.23956210859933,0.0,9138.385456918222
94,buy,39.30134329786597,0.0,9099.084113620356
96,buy,38.84030979355771,0.0,9060.2438038268
97,buy,38.98992286269504,0.0,9021.253880964105
98,sell,39.07713732920047,14.581184580561876,9060.331018293306
99,buy,38.21933554063071,0.0,9022.111682752675
102,buy,38.4732383248047,0.0,8983.63844442787
103,sell,39.283308213105556,10.93796866993768,9022.921752640976
104,sell,40.028541704536565,14.359242342897529,9062.950294345512
105,sell,40.11994605914515,11.84140134614028,9103.070240404657
107,buy,39.72842082563375,0.0,9063.341819579024
108,sell,40.553526081166645,14.730598984266088,9103.89534566019
109,sell,39.94614640527835,12.983941085823373,9143.841492065469
111,sell,40.27150554963009,13.006547443905975,9184.112997615099
112,sell,39.828154308384,13.823722676175661,9223.941151923482
114,sell,39.04033935092002,11.405311041164733,9262.981491274402
115,buy,38.539198339119594,0.0,9224.442292935282
117,buy,39.01860821733681,0.0,9185.423684717945
118,buy,38.73871463786145,0.0,9146.684970080085
120,sell,40.77663260746158,13.643324820815007,9187.461602687546
121,sell,41.372198173853576,12.972263580645807,9228.833800861401
122,sell,41.342693670187145,10.666919452197387,9270.176494531588
123,sell,40.70212293094301,9.57054235104568,9310.878617462531
124,sell,40.73264348286466,8.429927680450222,9351.611260945396
125,sell,40.40222960593383,7.56828524675097,9392.01349055133
127,sell,41.33664597522692,3.9100536225169327,9433.350136526557
128,buy,41.763774753042064,0.0,9391.586361773514
129,sell,41.59533266217113,6.921853031782585,9433.181694435685
130,sell,42.73808083397489,17.451812336011606,9475.91977526966
131,sell,43.446803353977884,24.83582362755248,9519.366578623638
132,sell,43.73948084780386,22.40797147168646,9563.106059471442
133,sell,44.626804215490665,22.06716323934705,9607.732863686932
134,sell,43.42694803694758,13.064954586291949,9651.15981172388
135,sell,44.16956836386498,15.578609340709058,9695.329380087744
136,sell,43.19084368774156,10.069637291585146,9738.520223775486
137,sell,44.24796519354596,12.586393951446913,9782.768188969032
138,sell,43.56642571280645,12.168069576089332,9826.334614681839
139,sell,44.00018389450088,12.850143483098758,9870.33479857634
140,sell,43.9285846995524,14.938117259658348,9914.263383275891
141,sell,43.631895850409364,13.408430769600038,9957.8952791263
142,sell,42.85223507016144,7.862920749450309,10000.74751419646
143,sell,43.15772258684456,11.983965538372097,10043.905236783305
144,buy,42.734577288699256,0.0,10001.170659494604
145,sell,42.8458889793942,9.808860276971252,10044.016548474
146,buy,42.52722700010986,0.0,10001.48932147389
147,sell,41.7829869635716,7.858475311245409,10043.272308437461
