day,operate,price,investment,total_balance
15,buy,93.89692972157353,0.0,9906.103070278426
16,buy,95.99240375472436,0.0,9810.110666523702
17,sell,96.59744573261105,2.8760429324421857,9906.708112256314
18,sell,100.27921522705947,4.465781983425041,10006.987327483374
20,buy,97.18846324791912,0.0,9909.798864235454
21,buy,97.45505053604576,0.0,9812.343813699408
22,sell,96.06943827762962,-1.1513969177956531,9908.413251977037
24,buy,95.08890661378155,0.0,9813.324345363257
25,sell,96.26395284133332,-1.2222021210402918,9909.58829820459
26,sell,95.28711625262531,0.20844664840749869,10004.875414457216
31,buy,90.76258650407,0.0,9914.112827953146
33,sell,89.87333324014573,-0.9797575170297713,10003.986161193292
35,buy,89.89286791201629,0.0,9914.093293281276
37,buy,91.63687832403593,0.0,9822.45641495724
39,sell,91.59026280753004,1.888242009560868,9914.046677764769
41,sell,89.25569664483919,-2.5984971582910963,10003.302374409608
42,buy,87.91867205176459,0.0,9915.383702357844
44,buy,86.25348023389188,0.0,9829.130222123951
46,buy,85.66454727857308,0.0,9743.465674845378
48,buy,85.92079474436332,0.0,9657.544880101015
50,buy,86.90526274778995,0.0,9570.639617353225
53,buy,84.41522651109517,0.0,9486.22439084213
55,buy,85.06441762602799,0.0,9401.159973216101
57,buy,85.99882282455656,0.0,9315.161150391545
59,sell,87.2685990027021,-0.739402716046184,9402.429749394247
60,buy,85.30498869847179,0.0,9317.124760695775
62,buy,84.75583643971504,0.0,9232.36892425606
66,sell,88.70405133853637,2.841127219445905,9321.072975594596
67,sell,88.36664268928689,3.1542750140578555,9409.439618283883
68,sell,89.17645903587663,3.7891459235214935,9498.616077319759
70,sell,88.46466818063163,1.7943739924787725,9587.08074550039
71,sell,87.38342523130177,3.51618877646022,9674.464170731691
73,sell,87.7297907512866,3.1333584589698775,9762.193961482979
74,buy,87.25004597795032,0.0,9674.943915505028
75,buy,86.04996317442055,0.0,9588.893952330607
76,sell,88.008865130309,2.3372904880954852,9676.902817460916
77,sell,88.61302952348706,3.8778984388688293,9765.515846984403
78,sell,88.21513583844535,4.081488124054834,9853.730982822848
80,buy,85.68784688635697,0.0,9768.043135936492
81,sell,84.86433565153857,-2.7343370420855324,9852.90747158803
82,buy,86.10180888385912,0.0,9766.805662704171
83,buy,85.29216568094353,0.0,9681.513497023228
84,buy,84.02788665000708,0.0,9597.485610373222
85,sell,84.10132487920237,-2.2645428578143143,9681.586935252424
86,sell,84.0258087262423,-1.9396428087625202,9765.612743978667
87,buy,83.58920962003913,0.0,9682.023534358628
88,buy,83.78054673595761,0.0,9598.24298762267
89,buy,81.69391074574196,0.0,9516.549076876929
92,buy,82.69626998459671,0.0,9433.852806892332
93,buy,84.88745640943307,0.0,9348.965350482898
94,buy,84.02125077212622,0.0,9264.944099710772
97,buy,80.8974176054453,0.0,9184.046682105327
98,buy,80.1714546797075,0.0,9103.875227425619
101,sell,85.54017773418082,-0.6522872828791294,9189.4154051598
102,buy,81.76977878150046,0.0,9107.6456263783
103,buy,82.03187200208049,0.0,9025.61375437622
104,buy,84.27020381764942,0.0,8941.34355055857
105,sell,84.05486861072814,-1.450657349754498,9025.398419169298
108,sell,85.80398760663365,2.113704184926599,9111.202406775932
109,sell,85.12590244997409,1.8383866014765704,9196.328309225906
111,sell,87.32366855241708,4.229050721793386,9283.651977778323
112,buy,85.4486052144116,0.0,9198.203372563912
113,sell,84.62733391339862,3.590748858610067,9282.83070647731
116,sell,83.78454974714259,1.3159961903343251,9366.615256224453
118,buy,82.34616180039666,0.0,9284.269094424057
120,buy,83.48605202499675,0.0,9200.78304239906
